Topic ID,Topic Name,Field ID,Field Name,Domain Name
T10425,Cold Atom Physics and Bose-Einstein Condensates,31,Physics and Astronomy,Physical Sciences
T12982,Legal principles and applications,33,Social Sciences,Social Sciences
T11006,BIM and Construction Integration,22,Engineering,Physical Sciences
T10129,Glioma Diagnosis and Treatment,27,Medicine,Health Sciences
T10030,Electrocatalysts for Energy Conversion,21,Energy,Physical Sciences
T11743,Political Economy and Marxism,33,Social Sciences,Social Sciences
T10032,Marine and coastal ecosystems,19,Earth and Planetary Sciences,Physical Sciences
T10066,Gut microbiota and health,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11020,Immune Cell Function and Interaction,24,Immunology and Microbiology,Life Sciences
T14491,Diverse academic and cultural studies,20,"Economics, Econometrics and Finance",Social Sciences
T10276,Helicobacter pylori-related gastroenterology studies,27,Medicine,Health Sciences
T10809,Occupational Health and Safety Research,36,Health Professions,Health Sciences
T10082,HIV/AIDS Research and Interventions,27,Medicine,Health Sciences
T10431,Ethnobotanical and Medicinal Plants Studies,11,Agricultural and Biological Sciences,Life Sciences
T13212,German Social Sciences and History,33,Social Sciences,Social Sciences
T10189,Anesthesia and Pain Management,27,Medicine,Health Sciences
T14081,Linguistic Education and Pedagogy,12,Arts and Humanities,Social Sciences
T10364,Reproductive Biology and Fertility,27,Medicine,Health Sciences
T12444,"Art, Politics, and Modernism",12,Arts and Humanities,Social Sciences
T13168,Plant Ecology and Taxonomy Studies,11,Agricultural and Biological Sciences,Life Sciences
T13754,Central European and Russian historical studies,33,Social Sciences,Social Sciences
T10238,Spine and Intervertebral Disc Pathology,27,Medicine,Health Sciences
T10047,Financial Markets and Investment Strategies,20,"Economics, Econometrics and Finance",Social Sciences
T10020,Quantum Information and Cryptography,17,Computer Science,Physical Sciences
T10146,Cervical Cancer and HPV Research,27,Medicine,Health Sciences
T10106,Autism Spectrum Disorder Research,28,Neuroscience,Life Sciences
T11588,Atmospheric and Environmental Gas Dynamics,23,Environmental Science,Physical Sciences
T11752,Cancer Treatment and Pharmacology,27,Medicine,Health Sciences
T10818,Astrophysics and Cosmic Phenomena,31,Physics and Astronomy,Physical Sciences
T10217,Cardiac electrophysiology and arrhythmias,27,Medicine,Health Sciences
T14210,Historical and Linguistic Studies,33,Social Sciences,Social Sciences
T12353,Lexicography and Language Studies,12,Arts and Humanities,Social Sciences
T11499,ICT Impact and Policies,22,Engineering,Physical Sciences
T10432,DNA and Nucleic Acid Chemistry,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10141,Probiotics and Fermented Foods,11,Agricultural and Biological Sciences,Life Sciences
T10250,Glaucoma and retinal disorders,27,Medicine,Health Sciences
T12505,Peptidase Inhibition and Analysis,27,Medicine,Health Sciences
T13193,Geological Studies and Exploration,19,Earth and Planetary Sciences,Physical Sciences
T10965,Geological formations and processes,19,Earth and Planetary Sciences,Physical Sciences
T14030,Taxation and Legal Issues,14,"Business, Management and Accounting",Social Sciences
T12359,Fern and Epiphyte Biology,11,Agricultural and Biological Sciences,Life Sciences
T10009,Dementia and Cognitive Impairment Research,27,Medicine,Health Sciences
T10549,Neonatal Respiratory Health Research,27,Medicine,Health Sciences
T10084,Musculoskeletal pain and rehabilitation,27,Medicine,Health Sciences
T13636,Pentecostalism and Christianity Studies,12,Arts and Humanities,Social Sciences
T10602,Glycosylation and Glycoproteins Research,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10333,Meat and Animal Product Quality,11,Agricultural and Biological Sciences,Life Sciences
T10535,Landslides and related hazards,23,Environmental Science,Physical Sciences
T10007,Monetary Policy and Economic Impact,20,"Economics, Econometrics and Finance",Social Sciences
T12998,Education and Islamic Studies,33,Social Sciences,Social Sciences
T10065,Atrial Fibrillation Management and Outcomes,27,Medicine,Health Sciences
T11429,Semiconductor Lasers and Optical Devices,22,Engineering,Physical Sciences
T10322,Respiratory Support and Mechanisms,27,Medicine,Health Sciences
T12669,Comparative International Legal Studies,33,Social Sciences,Social Sciences
T13070,Cultural Identity and Heritage,12,Arts and Humanities,Social Sciences
T14441,"Religion, Theology, History, Judaism, Christianity",33,Social Sciences,Social Sciences
T10911,Chemical Synthesis and Analysis,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T12573,Education and Digital Technologies,33,Social Sciences,Social Sciences
T12927,"Memory, History, Trauma, Identity",12,Arts and Humanities,Social Sciences
T12487,Structural Engineering and Vibration Analysis,22,Engineering,Physical Sciences
T11876,Legal Studies and Policies,33,Social Sciences,Social Sciences
T12502,Urbanization and City Planning,33,Social Sciences,Social Sciences
T10231,Pancreatic and Hepatic Oncology Research,27,Medicine,Health Sciences
T12471,History of Science and Natural History,12,Arts and Humanities,Social Sciences
T12137,Economic theories and models,20,"Economics, Econometrics and Finance",Social Sciences
T13695,"Aging, Elder Care, and Social Issues",36,Health Professions,Health Sciences
T10270,Blockchain Technology Applications and Security,17,Computer Science,Physical Sciences
T13175,Historical Astronomy and Related Studies,31,Physics and Astronomy,Physical Sciences
T10207,Advanced biosensing and bioanalysis techniques,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10378,Advanced MRI Techniques and Applications,27,Medicine,Health Sciences
T10644,Cryospheric studies and observations,19,Earth and Planetary Sciences,Physical Sciences
T11091,Extraction and Separation Processes,22,Engineering,Physical Sciences
T10280,Shoulder Injury and Treatment,27,Medicine,Health Sciences
T10171,Biofuel production and bioconversion,22,Engineering,Physical Sciences
T11657,Digital and Traditional Archives Management,12,Arts and Humanities,Social Sciences
T10121,Building Energy and Comfort Optimization,22,Engineering,Physical Sciences
T13466,Comparative Literary Analysis and Criticism,12,Arts and Humanities,Social Sciences
T12912,"Shakespeare, Adaptation, and Literary Criticism",12,Arts and Humanities,Social Sciences
T10463,Pulsars and Gravitational Waves Research,31,Physics and Astronomy,Physical Sciences
T10062,MicroRNA in disease regulation,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11753,Forest Management and Policy,23,Environmental Science,Physical Sciences
T11391,Theatre and Performance Studies,12,Arts and Humanities,Social Sciences
T10400,Network Security and Intrusion Detection,17,Computer Science,Physical Sciences
T11801,Reservoir Engineering and Simulation Methods,22,Engineering,Physical Sciences
T10163,Metal complexes synthesis and properties,27,Medicine,Health Sciences
T12755,Legal Education and Practice Innovations,33,Social Sciences,Social Sciences
T10543,Prostate Cancer Treatment and Research,27,Medicine,Health Sciences
T10382,Quantum and electron transport phenomena,31,Physics and Astronomy,Physical Sciences
T12890,Eurasian Exchange Networks,33,Social Sciences,Social Sciences
T14281,Islamic Finance and Communication,33,Social Sciences,Social Sciences
T12339,Medical Malpractice and Liability Issues,36,Health Professions,Health Sciences
T11216,Radiation Detection and Scintillator Technologies,31,Physics and Astronomy,Physical Sciences
T10589,Early Childhood Education and Development,33,Social Sciences,Social Sciences
T12705,Educational Reforms and Innovations,23,Environmental Science,Physical Sciences
T10973,Radioactive element chemistry and processing,16,Chemistry,Physical Sciences
T10631,"Cancer, Hypoxia, and Metabolism",13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10876,Fault Detection and Control Systems,22,Engineering,Physical Sciences
T12332,Comparative constitutional jurisprudence studies,33,Social Sciences,Social Sciences
T11537,Ethics in medical practice,36,Health Professions,Health Sciences
T12767,Conflict of Laws and Jurisdiction,33,Social Sciences,Social Sciences
T11507,Religion and Society Interactions,33,Social Sciences,Social Sciences
T10289,European Union Policy and Governance,33,Social Sciences,Social Sciences
T11726,Organizational Management and Innovation,14,"Business, Management and Accounting",Social Sciences
T10494,Plant Virus Research Studies,11,Agricultural and Biological Sciences,Life Sciences
T13518,Architecture and Computational Design,22,Engineering,Physical Sciences
T10158,Cancer Immunotherapy and Biomarkers,27,Medicine,Health Sciences
T13504,African history and culture analysis,33,Social Sciences,Social Sciences
T10403,Phonetics and Phonology Research,32,Psychology,Social Sciences
T14490,Human Rights and Immigration,33,Social Sciences,Social Sciences
T12961,Regional Development and Policy,33,Social Sciences,Social Sciences
T12398,Poetry Analysis and Criticism,12,Arts and Humanities,Social Sciences
T14047,Marine and environmental studies,19,Earth and Planetary Sciences,Physical Sciences
T14321,"Religion, Theology, and Education",12,Arts and Humanities,Social Sciences
T10450,Aquaculture Nutrition and Growth,11,Agricultural and Biological Sciences,Life Sciences
T10377,Metal and Thin Film Mechanics,22,Engineering,Physical Sciences
T13743,Italian Literature and Culture,12,Arts and Humanities,Social Sciences
T13845,Classical Studies and Legal History,12,Arts and Humanities,Social Sciences
T10147,Antibiotic Resistance in Bacteria,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11629,"Birth, Development, and Health",27,Medicine,Health Sciences
T11048,Bacteriophages and microbial interactions,23,Environmental Science,Physical Sciences
T10167,Influenza Virus Research Studies,27,Medicine,Health Sciences
T14101,Financial Crisis of the 21st Century,20,"Economics, Econometrics and Finance",Social Sciences
T10023,Schizophrenia research and treatment,27,Medicine,Health Sciences
T11913,Animal Ecology and Behavior Studies,23,Environmental Science,Physical Sciences
T12542,Second Language Learning and Teaching,12,Arts and Humanities,Social Sciences
T10112,HIV Research and Treatment,24,Immunology and Microbiology,Life Sciences
T10004,Soil Carbon and Nitrogen Dynamics,11,Agricultural and Biological Sciences,Life Sciences
T11925,Culinary Culture and Tourism,11,Agricultural and Biological Sciences,Life Sciences
T10613,Virus-based gene therapy research,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10044,Protein Structure and Dynamics,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10083,Graphene research and applications,25,Materials Science,Physical Sciences
T10151,Hepatitis C virus research,27,Medicine,Health Sciences
T12123,Financial Analysis and Corporate Governance,14,"Business, Management and Accounting",Social Sciences
T12377,Digital Humanities and Scholarship,12,Arts and Humanities,Social Sciences
T10409,Fuel Cells and Related Materials,22,Engineering,Physical Sciences
T11948,Machine Learning in Materials Science,25,Materials Science,Physical Sciences
T11113,Music History and Culture,12,Arts and Humanities,Social Sciences
T11201,Metallurgy and Material Forming,22,Engineering,Physical Sciences
T12229,Pharmacological Effects and Toxicity Studies,27,Medicine,Health Sciences
T10049,Magnetic properties of thin films,31,Physics and Astronomy,Physical Sciences
T10300,Congenital Heart Disease Studies,27,Medicine,Health Sciences
T13156,Historical Linguistics and Language Studies,12,Arts and Humanities,Social Sciences
T11177,Spectroscopy and Quantum Chemical Studies,31,Physics and Astronomy,Physical Sciences
T11890,Scientific Measurement and Uncertainty Evaluation,18,Decision Sciences,Social Sciences
T10581,Neural dynamics and brain function,28,Neuroscience,Life Sciences
T12424,Earthquake Detection and Analysis,19,Earth and Planetary Sciences,Physical Sciences
T12514,Fashion and Cultural Textiles,12,Arts and Humanities,Social Sciences
T11148,"Language, Metaphor, and Cognition",32,Psychology,Social Sciences
T13158,Political and Economic history of UK and US,33,Social Sciences,Social Sciences
T11771,Plant Pathogens and Resistance,11,Agricultural and Biological Sciences,Life Sciences
T10059,Bone Tissue Engineering Materials,22,Engineering,Physical Sciences
T12678,Themes in Literature Analysis,12,Arts and Humanities,Social Sciences
T12863,Web and Library Services,17,Computer Science,Physical Sciences
T10120,Bacterial Genetics and Biotechnology,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
