Topic ID,Topic Name,af_oa,af_oa_diamond,pass_af_oa,pass_af_oa_diamond
T10377,Metal and Thin Film Mechanics,30345,5929,True,False
T13743,Italian Literature and Culture,4176,1035,False,False
T13845,Classical Studies and Legal History,2375,880,False,False
T10147,Antibiotic Resistance in Bacteria,52879,7576,True,False
T11629,"Birth, Development, and Health",30956,3610,True,False
T11048,Bacteriophages and microbial interactions,42812,3981,True,False
T10167,Influenza Virus Research Studies,43655,5152,True,False
T14101,Financial Crisis of the 21st Century,8637,1681,False,False
T10023,Schizophrenia research and treatment,29022,3033,True,False
T11913,Animal Ecology and Behavior Studies,20434,2378,True,False
T12542,Second Language Learning and Teaching,38047,14007,True,True
T10112,HIV Research and Treatment,45001,1662,True,False
T10004,Soil Carbon and Nitrogen Dynamics,39467,4179,True,False
T11925,Culinary Culture and Tourism,20285,4751,True,False
T10613,Virus-based gene therapy research,40702,2180,True,False
T10044,Protein Structure and Dynamics,33222,1366,True,False
T10083,Graphene research and applications,39680,2987,True,False
T10151,Hepatitis C virus research,36439,4878,True,False
T12123,Financial Analysis and Corporate Governance,29885,19198,True,True
T12377,Digital Humanities and Scholarship,12825,2504,True,False
T10409,Fuel Cells and Related Materials,30213,3969,True,False
T11948,Machine Learning in Materials Science,24814,2166,True,False
T11113,Music History and Culture,14720,2447,True,False
T11201,Metallurgy and Material Forming,31087,7583,True,False
T12229,Pharmacological Effects and Toxicity Studies,11145,2193,True,False
T10049,Magnetic properties of thin films,30404,3293,True,False
T10300,Congenital Heart Disease Studies,33578,6318,True,False
T13156,Historical Linguistics and Language Studies,6575,1524,False,False
T11177,Spectroscopy and Quantum Chemical Studies,26514,1333,True,False
T11890,Scientific Measurement and Uncertainty Evaluation,8190,1410,False,False
T10581,Neural dynamics and brain function,50091,1258,True,False
T12424,Earthquake Detection and Analysis,19063,2172,True,False
T12514,Fashion and Cultural Textiles,16580,3419,True,False
T11148,"Language, Metaphor, and Cognition",29070,8711,True,False
T13158,Political and Economic history of UK and US,13931,1153,True,False
T11771,Plant Pathogens and Resistance,11953,2106,True,False
T10059,Bone Tissue Engineering Materials,39997,5445,True,False
T12678,Themes in Literature Analysis,14739,3540,True,False
T12863,Web and Library Services,11089,2265,True,False
T10120,Bacterial Genetics and Biotechnology,30805,814,True,False
T13763,Historical Legal Studies and Society,1743,352,False,False
T10180,Analytical chemistry methods development,19774,4169,True,False
T10168,COVID-19 and Mental Health,59342,14862,True,True
T11817,"Housing, Finance, and Neoliberalism",22918,2264,True,False
T11520,Advanced Thermodynamics and Statistical Mechanics,35749,2143,True,False
T10580,Immunotherapy and Immune Responses,39966,2066,True,False
T10632,Housing Market and Economics,36232,4109,True,False
T14402,Political and Social Issues,2527,427,False,False
T10663,Advanced Battery Technologies Research,33711,5895,True,False
T10312,"Health, Nursing, Elderly Care",6306,2278,False,False
T11667,Advanced Chemical Sensor Technologies,29896,5416,True,False
T10349,Migration and Labor Dynamics,34043,4928,True,False
T10257,Oral microbiology and periodontitis research,37702,9021,True,False
T11212,Cultural Heritage Materials Analysis,13447,1835,True,False
T12447,Spider Taxonomy and Behavior Studies,9642,1777,False,False
T13238,Botanical Studies and Applications,5120,939,False,False
T10132,Advanced ceramic materials synthesis,25965,5223,True,False
T10227,Acute Ischemic Stroke Management,36279,5972,True,False
T13360,Economic and Social Issues,1071,171,False,False
T10269,Epigenetics and DNA Methylation,49016,3064,True,False
T11430,Disaster Response and Management,25116,4129,True,False
T11636,Artificial Intelligence in Healthcare and Education,38663,7950,True,False
T13714,Medieval Architecture and Archaeology,2148,402,False,False
T13861,Health and Lifestyle Studies,9098,2834,False,False
T10496,Pharmaceutical Practices and Patient Outcomes,30324,5241,True,False
T13407,Regional Development and Management Studies,16961,6411,True,False
T14002,"Art, Technology, and Culture",7160,945,False,False
T13711,Environmental Science and Technology,576,76,False,False
T10101,Cloud Computing and Resource Management,29619,5857,True,False
T12045,Rice Cultivation and Yield Improvement,30057,10578,True,True
T10185,Lymphoma Diagnosis and Treatment,34715,5404,True,False
T11733,X-ray Spectroscopy and Fluorescence Analysis,7725,1059,False,False
T10098,Ruminant Nutrition and Digestive Physiology,41382,5035,True,False
T14239,"Business, Education, Mathematics Research",1706,637,False,False
T11595,Textile materials and evaluations,25071,7016,True,False
T10144,Blood Pressure and Hypertension Studies,32319,6249,True,False
T10839,Pancreatic function and diabetes,36570,2403,True,False
T10111,Remote Sensing in Agriculture,28710,3726,True,False
T13443,Mineralogy and Gemology Studies,8504,1067,False,False
T10557,Social Media and Politics,32825,6708,True,False
T10421,Pleistocene-Era Hominins and Archaeology,15206,1634,True,False
T12307,Ancient Near East History,9413,1931,False,False
T13075,Legal Systems and Judicial Processes,39931,1321,True,False
T10010,"Obesity, Physical Activity, Diet",44031,5663,True,False
T10068,Technology Adoption and User Behaviour,42219,12931,True,True
T10466,Meteorological Phenomena and Simulations,35085,2633,True,False
T12184,Linguistics and Education Research,2429,1128,False,False
T13500,Probability and Statistical Research,2158,216,False,False
T11880,Forest ecology and management,28005,5218,True,False
T10008,Teacher Education and Leadership Studies,26461,5162,True,False
T10164,Quality and Supply Management,25868,6770,True,False
T12564,Sensor Technology and Measurement Systems,16594,3231,True,False
T10661,biodegradable polymer synthesis and properties,27344,4075,True,False
T13025,American History and Culture,9698,665,False,False
T10318,Criminal Justice and Corrections Analysis,22635,2870,True,False
T11761,Resilience and Mental Health,29146,7429,True,False
T14362,Diverse Legal and Medical Studies,1964,312,False,False
T13704,French Literature and Poetry,1614,303,False,False
T10265,Multilingual Education and Policy,24793,5775,True,False
T10034,"Syntax, Semantics, Linguistic Variation",22285,4493,True,False
T10205,Advanced Fiber Optic Sensors,24002,3034,True,False
T14322,"Art, Aesthetics, and Perception",497,114,False,False
T11794,Early Modern Spanish Literature,2920,622,False,False
T12904,Diverse Educational Innovations Studies,26225,5308,True,False
T13067,Geological Modeling and Analysis,13567,2350,True,False
T10785,Economic Theory and Institutions,16843,2217,True,False
T10202,Lung Cancer Diagnosis and Treatment,35371,7058,True,False
T10417,Lung Cancer Treatments and Mutations,37495,4443,True,False
T10397,Nutrition and Health in Aging,36453,5955,True,False
T13224,Sports and Physical Education Research,29520,14183,True,True
T11211,3D Surveying and Cultural Heritage,29087,8171,True,False
T11959,Employment and Welfare Studies,31148,4341,True,False
T12142,Marine Invertebrate Physiology and Ecology,7123,641,False,False
T11732,Assisted Reproductive Technology and Twin Pregnancy,15203,2216,True,False
T11851,Electromagnetic Compatibility and Measurements,4495,599,False,False
T10116,Sperm and Testicular Function,33914,4869,True,False
T11508,Corporate Taxation and Avoidance,24170,4419,True,False
T11156,Reproductive Health and Technologies,22917,3345,True,False
T10118,SARS-CoV-2 and COVID-19 Research,64021,7894,True,False
T11741,Flexible and Reconfigurable Manufacturing Systems,6621,1803,False,False
T10096,Metal-Organic Frameworks: Synthesis and Applications,26263,1838,True,False
T10407,Lipid Membrane Structure and Behavior,31926,1528,True,False
T11357,Risk and Safety Analysis,22469,4772,True,False
T13751,Diverse Approaches in Healthcare and Education Studies,15028,4380,True,False
T11316,Mycobacterium research and diagnosis,29177,4551,True,False
T11846,Cultural Heritage Management and Preservation,25626,6488,True,False
T13984,"Nutrition, Genetics, and Disease",20377,2958,True,False
T14474,Industrial Technology and Control Systems,11178,2420,True,False
T10554,Hemoglobinopathies and Related Disorders,32958,6805,True,False
T10073,Hepatocellular Carcinoma Treatment and Prognosis,36184,5708,True,False
T13088,Legal and Labor Studies,1174,270,False,False
T13537,"German legal, social, and political studies",1086,235,False,False
T14386,"Libraries, Manuscripts, and Books",1517,397,False,False
T13457,"Dental Education, Practice, Research",18520,2221,True,False
T12242,Latin American and Latino Studies,11790,1575,True,False
T13750,"Mormonism, Religion, and History",9395,394,False,False
T10534,Structural Health Monitoring Techniques,32320,5453,True,False
T11457,Adipose Tissue and Metabolism,34021,3433,True,False
T10643,Marine and coastal plant biology,24348,2336,True,False
T13147,Ethics and bioethics in healthcare,1953,743,False,False
T10624,Silicon and Solar Cell Technologies,16163,2181,True,False
T10033,Concrete and Cement Materials Research,38126,8311,True,False
T13179,"Literature, Culture, and Criticism",3077,1245,False,False
T10544,Glass properties and applications,13613,1926,True,False
T10423,Neurobiology and Insect Physiology Research,30271,1195,True,False
T10099,GaN-based semiconductor devices and materials,22346,2254,True,False
T10660,Conducting polymers and applications,25398,3343,True,False
T13177,Geological and Geophysical Studies,23949,7434,True,False
T14399,Invertebrate Taxonomy and Ecology,8973,799,False,False
T13986,Medical Practices and Rehabilitation,1453,256,False,False
T12422,Radiomics and Machine Learning in Medical Imaging,34005,3959,True,False
T13890,Remote Sensing and Land Use,16614,3861,True,False
T11858,Urban Development and Societal Issues,2539,1043,False,False
T12033,Agricultural Economics and Policy,25724,1501,True,False
T10085,Parkinson's Disease Mechanisms and Treatments,34677,3281,True,False
T10263,Eating Disorders and Behaviors,30833,3700,True,False
T10816,Cerebrovascular and Carotid Artery Diseases,24623,4059,True,False
T11810,Complex Systems and Decision Making,22430,2591,True,False
T13303,Asian Culture and Media Studies,23618,7914,True,False
T12394,Insurance and Financial Risk Management,31909,6859,True,False
T14256,Agricultural and Food Sciences,5479,1858,False,False
T12014,"Fish biology, ecology, and behavior",12005,1973,True,False
T11505,Reproductive biology and impacts on aquatic species,8716,1018,False,False
T10310,Corrosion Behavior and Inhibition,25811,5094,True,False
T10831,Cell Adhesion Molecules Research,33275,1561,True,False
T10515,Cancer-related molecular mechanisms research,46045,4356,True,False
T14515,International Law and Aviation,12350,1321,True,False
T10476,Algal biology and biofuel production,29444,4639,True,False
T10418,Pelvic floor disorders treatments,24759,5109,True,False
T11425,Diverse Music Education Insights,15700,2945,True,False
T12414,Coastal and Marine Management,23645,3792,True,False
T10200,Rheumatoid Arthritis Research and Therapies,31757,4501,True,False
T10537,Attention Deficit Hyperactivity Disorder,25661,3402,True,False
T10105,Osteoarthritis Treatment and Mechanisms,38758,4158,True,False
T10031,T-cell and B-cell Immunology,29846,716,True,False
T10358,Advanced Radiotherapy Techniques,33613,5418,True,False
T10124,Prostate Cancer Diagnosis and Treatment,28900,4769,True,False
T10247,Perovskite Materials and Applications,33971,2669,True,False
T10359,Dental Implant Techniques and Outcomes,30788,8040,True,False
T10293,Thyroid Disorders and Treatments,27408,6041,True,False
T10092,Organometallic Complex Synthesis and Catalysis,11260,718,True,False
T10645,Cardiac Arrest and Resuscitation,25750,3826,True,False
T10081,"Auditing, Earnings Management, Governance",35112,5646,True,False
T11323,Gamma-ray bursts and supernovae,33126,1244,True,False
T10347,Atmospheric aerosols and clouds,27430,1672,True,False
T10479,Structural Behavior of Reinforced Concrete,30478,6437,True,False
T10195,Antimicrobial Resistance in Staphylococcus,33013,4365,True,False
T10791,Advanced Control Systems Optimization,24241,3790,True,False
T10253,Sarcoma Diagnosis and Treatment,33371,7150,True,False
T12168,Health and Medical Research Impacts,28280,3648,True,False
